title,paragraph,क्रिडा,क्रिकेट,आयपीएल,टी-20,फुटबॉल,कबड्डी,गुन्हा,खून,दरोडा,सायबर क्राइम, बलात्कार,राजकारण,भाजपा,शिवसेना,काँग्रेस,जागतिक राजकारण,खून,युक्रेन विरुद्ध रशिया युद्ध,आंदोलन,हवामान,पावसाळी,उन्हाळा,हिवाळा,मनोरंजन,"मराठी सिनेमा
",बॉलीवूड,हॉलीवूड,"सेलिब्रिटी ",टेलिव्हिजन,चित्रपट
Temperature Increases: पुणेकरांनो काळजी घ्या! पुढील दोन दिवसात उन्हाची तीव्रता वाढण्याची शक्यता," पुणे : पश्चिम व मध्य भारतात उष्णतेची लाट आली असून, त्याचा परिणाम गुजरात, मध्य प्रदेश, पश्चिम राजस्थान, मराठवाडा व विदर्भात कमाल तापमान ४०-४१ अंश सेल्सिअस नोंदविले गेले आहे. पुढील दोन दिवसांत पुण्याचेही कमाल तापमान ४० अंश सेल्सिअसवर जाण्याची शक्यता असल्याचा इशारा हवामान विभागाने दिला आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Temperature Increases: पुणेकरांनो काळजी घ्या! पुढील दोन दिवसात उन्हाची तीव्रता वाढण्याची शक्यता," पुण्यात सध्या ढगाळ हवामान असून, कमाल तापमान ३८.६ अंश सेल्सिअस तर किमान तापमान २०.५ अंश सेल्सिअसपर्यंत पोहोचले आहे. सरासरीच्या तुलनेत रात्रीच्या तापमानात ३.२ अंशांनी वाढ झाली आहे. ढगाळ हवामानामुळे वातावरणातील आर्द्रता वाढल्याने उकाडा वाढला आहे. दुपारच्या वेळी उन्हाचा कडाका जाणवत असतानाच सायंकाळी नेहमी सुटणारे वारे नसल्याने जीव कासावीस होत असल्याचा अनुभव सध्या पुणेकरांना येत आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Temperature Increases: पुणेकरांनो काळजी घ्या! पुढील दोन दिवसात उन्हाची तीव्रता वाढण्याची शक्यता, देशातील मध्य व पश्चिम भागात आलेल्या उष्णतेच्या लाटेचा परिणाम पुण्यात पुढील दोन दिवसांत जाणवण्याची शक्यता आहे. बुधवारी पुण्यातील कमाल तापमान ४० अंशांवर जाण्याची शक्यता आहे. त्याच वेळी रात्रीच्या तापमानात २४ अंश सेल्सिअसपर्यंत वाढ होण्याची शक्यता असल्याचा अंदाज हवामान विभागाने वर्तविला आहे.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
जागतिक हवामान दिन; पावसाच्या दिवसांसोबतच तापमान २ डिग्रीपर्यंत वाढणार ," नागपूर/मुंबई : हवामान बदलाचे संकेत लक्षात घेता महाराष्ट्रकरांसाठी बॅड न्यूज व गुड न्यूज दाेन्ही आहेत. मागील ३० वर्षांच्या तुलनेत २०५० पर्यंत प्रदूषणाच्या तीव्रतेनुसार उन्हाळा आणि हिवाळ्यातील तापमान १ ते २ अंश सेल्सिअसने वाढणार आहे. गुड न्यूज हे आहे की, देशात राजस्थान आणि गुजरातसह महाराष्ट्रात पावसाच्या वार्षिक हंगामात ३ ते ९ दिवसांची वाढ हाेणार आहे. सर्व जिल्ह्यात पावसाचे प्रमाणही वाढणार असून अत्याधिक पावसाच्या घटनांमध्येही वाढ हाेणार आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
काळजी घ्या! सूर्य ओकतोय आग; पारा ४० अंशापार," एरव्ही एप्रिल महिन्यात जिल्ह्याचा पारा ४१ अंश सेल्सिअस पार करतो. पण यावर्षी वर्धा जिल्ह्यात होळीपूर्वीच सूर्य आग ओकत आहे. दिवसेंदिवस वाढत असलेल्या तापमानामुळे अनेकांनी त्यांच्या घरातील आणि व्यावसायिक प्रतिष्ठानातील कुलर तसेच एसी सुरू केले आहेत. सध्या सकाळी १० वाजल्यापासूनच अंगाला चटके देणारे ऊन असल्याने अनेक व्यक्ती चढत्या उन्हात घराबाहेर पडण्याचे टाळत आहेत. जिल्ह्यात सध्या सूर्य आग ओकत असल्याने नागरिकांनीही घराबाहेर पडल्यावर उन्हापासून बचावासाठी धुपट्टा आदीचा वापर करावा. इतकेच नव्हे तर भरपूर पाणी प्यावे, असा सल्ला वैद्यकीय तज्ज्ञांकडून दिला जात आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
 उन्हाची तमा न बाळगता दिली जातेय उन्हाळवाहीच्या कामांना गती, रब्बी पिकांची मळणी तसेच उन्हाळवाहीच्या कामांना शेतकरी सध्या गती देत आहे. असे असले तरी जिल्ह्याचे तापमान सध्या दिवसेंदिवस चांगलेच वाढत असल्याने या दिवसात शेतकऱ्यांसह शेतमजुरांनी अधिक दक्ष राहण्याची गरज आहे. तसे आवाहन आरोग्य विभागाच्यावतीने करण्यात येत आहे.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
रत्नागिरीतील पारा चढतोय; तीन दिवसांत उष्णतेच्या लाटेची शक्यता," रत्नागिरी : प्रादेशिक हवामान विभाग, मुंबई यांनी दिलेल्या हवामान विषयक पूर्व सूचनेनुसार, जिल्ह्यात १४ ते १६ मार्च या कालावधीत तापमानात वाढ होणार असून, या तीन दिवसांत जिल्ह्यात उष्णतेच्या लाटेची शक्यता वर्तविण्यात आलेली आहे. उष्णतेच्या लाटेपासून बचाव करण्यासाठी नागरिकांनी योग्य ती खबरदारी घेण्याच्या सूचना जिल्हा प्रशासनाकडून देण्यात आल्या आहेत.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
रत्नागिरीतील पारा चढतोय; तीन दिवसांत उष्णतेच्या लाटेची शक्यता," उष्णतेच्या लाटेपासून संरक्षण करण्यासाठी नागरिकांनी काय करावे व काय करू नये, याबाबतच्या मार्गदर्शक सूचना शासनाने दिल्या आहेत. थकवा येणे, ताप येणे, त्वचा कोरडी पडणे, भूक न लागणे, चक्कर येणे, निरुत्साही वाटणे, डोके दुखणे, रक्तदाब वाढणे, मानसिक बेचैन व अस्वस्थता, बेशुद्धावस्था आदी उष्माघाताची लक्षणे आहेत.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
रत्नागिरीतील पारा चढतोय; तीन दिवसांत उष्णतेच्या लाटेची शक्यता," उष्माघातात तहान लागलेली नसली तरीसुद्धा जास्तीतजास्त पाणी प्यावे. हलकी, पातळ व सच्छिद्र सुती कपडे वापरावेत. बाहेर जाताना गॉगल्स, छत्री/ टोपी, बुट व चपलांचा वापर करावा. प्रवास करताना पाण्याची बाटली सोबत ठेवावी. उन्हात काम करीत असलेल्या व्यक्तींनी डोक्यावर टोपी किवा छत्रीचा वापर करावा. ओल्या कपड्यांनी डोके, मान व चेहरा झाकावा. शरीरातील पाण्याचे प्रमाण कमी होत असल्यास ओआरएस, घरी बनविण्यात आलेली लस्सी, लिंबू-पाणी, ताक आदींचा नियमित वापर करावा. अशक्तपणा, स्थूलपणा, डोकेदुखी, सतत येणारा घाम ही उन्हाचा झटका बसण्याची चिन्हे ओळखावीत व चक्कर येत असल्यास तत्काळ डॉक्टरांचा सल्ला घ्यावा.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"आला उन्हाळा, तब्येत सांभाळा!", नागपूर : नागपूरकर दरवर्षी दाहक उन्हाळा अनुभवतात. यावर्षीही त्याची सुरुवात झाली आहे. मार्च महिन्याच्या पहिल्या आठवड्यापासून उन्हाळ्याची चाहूल लागली आहे. गेल्या दहा वर्षांतील तापमानावर नजर टाकल्यास नागपुरातील तापमान किमान ४५-४८ अंश सेल्सिअसपर्यंत चढतीवर गेल्याचे दिसते. एवढ्या प्रचंड उकाड्यात शारीरिक क्षमतेची कसोटी लागते. उन्हाळ्याची दहशत कमी करण्यासाठी जो-तो आपल्यापरीने प्रयत्न करत असल्याचे शहरातील चित्र आहे.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Weather Alert : ऋतूचक्र बदलतंय! थंडीतही पुढचे 5 दिवस 'या' राज्यांत पाऊस बरसणार; तापमानात वाढ होणार," नवी दिल्ली - देशभरात थंडीचा हंगाम जवळपास संपत आला आहे. यानंतर आता पुढील काही आठवड्यांत तापमानात आणखी वाढ होण्याची शक्यता आहे. दरम्यान, हवामान खात्याने (IMD) पावसाबाबत अलर्ट जारी केला आहे. देशाच्या ईशान्येकडील राज्यांमध्ये पाऊस पडेल  असं म्हटलं आहे. तर येत्या पाच दिवसांत पश्चिम बंगाल आणि सिक्कीममध्ये पाऊस पडेल. तसेच झारखंड, ओडिशा आणि बिहारमध्ये 20-21 फेब्रुवारीला पाऊस पडण्याची शक्यता आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Weather Alert : ऋतूचक्र बदलतंय! थंडीतही पुढचे 5 दिवस 'या' राज्यांत पाऊस बरसणार; तापमानात वाढ होणार," स्कायमेट हवामानानुसार, मध्य आणि पूर्व भारत दोन्ही भागात पावसाची शक्यता आहे. मध्य प्रदेशातून आजपासून पाऊस सुरू होणार असून तो 19 फेब्रुवारीपर्यंत सुरू राहणार आहे. यानंतर 19 आणि 21 फेब्रुवारीला छत्तीसगडच्या भागात पाऊस पडेल. यानंतर 20 आणि 21 फेब्रुवारीला ओडिशा, बिहार, झारखंड आणि गंगा पश्चिम बंगालसह देशाच्या पूर्वेकडील भागात पाऊस होऊ शकतो.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Weather Alert : ऋतूचक्र बदलतंय! थंडीतही पुढचे 5 दिवस 'या' राज्यांत पाऊस बरसणार; तापमानात वाढ होणार," हवामान खात्याने गुरुवारी थंडीनंतर आता येत्या पंधरवड्यापासून संपूर्ण देशात किमान तापमानात वाढ होण्याची शक्यता व्यक्त केली आहे. पुढील दोन आठवड्यांच्या अंदाजात, IMD ने म्हटले आहे की, आठवड्यातील बहुतेक दिवस देशातील उर्वरित भागात हवामान कोरडे राहण्याची अपेक्षा आहे. 24 फेब्रुवारी ते 2 मार्च दरम्यान देशातील बहुतांश भागात किमान तापमानात हळूहळू वाढ होण्याची अपेक्षा आहे. एका हिंदी वेबसाईटने याबाबतचे वृत्त दिले आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
हिवाळ्यानंतर उन्हाळा सुरू होणार की 'हिवसाळा'? नागपुरात २०.३ मिमी पावसाची नाेंद," नागपूर : मागील दाेन दिवसांपासून वातावरणाने अचानक कुस बदलली. रात्री पावसाच्या सरी काेसळल्या तर गुरुवारी दिवसभर आकाशात ढगांनी गर्दी केली होती. पुढील दाेन-तीन दिवस असेच ढगाळ वातावरण राहणार असल्याचा अंदाज हवामान विभागाने वर्तविला आहे. त्यामुळे हिवाळ्यानंतर उन्हाळा येताे की पावसाळा देवा, असा काहीसा प्रश्न नागपूरकरांना पडला आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
हिवाळ्यानंतर उन्हाळा सुरू होणार की 'हिवसाळा'? नागपुरात २०.३ मिमी पावसाची नाेंद," बुधवारी दुपारपासून वातावरणाचा रंग बदलला आणि पावसाची हलकी रिपरिप सुरू झाली. मात्र, रात्री पावसाच्या सरींनी जाेरदार हजेरी लावली. सकाळपर्यंत नागपुरात १९.३ मिमी पावसाची नाेंद करण्यात आली. गुरुवारी दिवसभर आकाश ढगांनी व्यापले हाेते. मात्र, पावसाने उघडीप दिली. हलक्या थेंबांच्या उपस्थितीने सायंकाळपर्यंत १ मिमी पाऊस नाेंदविला गेला. नागपूरसह संपूर्ण विदर्भाचे आकाश ढगांनी व्यापले हाेते. अमरावती (१.४ मिमी), चंद्रपूर (१ मिमी) व यवतमाळ (२ मिमी) अशी हलकी रिपरिप झाली. दक्षिण-पश्चिम बंगालच्या उपसागरात सायक्लाेनिक सर्क्युलेशन तयार झाले असून, ते मराठवाडा व तेलंगणाकडे वळले आहे. शिवाय वेस्टर्न डिस्टर्बन्सचा प्रभाव पडल्याने विदर्भाचे वातावरण बदलले आहे. पुढील तीन दिवस आकाशात ढगांची गर्दी व हलका पाऊस हाेण्याचा अंदाज वेधशाळेने वर्तविला आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
नागपुरात पारा १० अंशावर; गाेंदियानंतर सर्वाधिक थंडा जिल्हा, नागपूर : मागील दाेन दिवसांपासून उत्तरेकडून येणाऱ्या थंड वाऱ्यांचा प्रभाव नागपूरवर पडला आहे. शनिवारी नागपूरचे किमान तापमान १० अंशावर पाेहचले. रात्रीच्या तापमानात २४ तासात ४.४ अंशाची घसरण नाेंदविण्यात आली. हवामान विभागाच्या अंदाजानुसार येत्या २४ तासात रात्रीचा पारा हळूहळू वाढायला लागेल. वातावरण काेरडे असल्याने तापमानात घट झाली आहे.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"नागपुरात वातावरणाने बदलली कूस; दिवसाचे तापमान घटले, रात्रीचे वाढले"," हवामान विभागाच्या अंदाजानुसार उत्तर-पश्चिम उत्तर प्रदेशातून हाेत कर्नाटकपर्यंत सायक्लाेनिक सर्क्युलेशन तयार झाले आहे. त्याचा प्रभाव पश्चिम मध्य प्रदेश व महाराष्ट्रावर पडला आहे. याशिवाय दक्षिण-पश्चिम बंगालच्या खाडीमध्ये सायक्लाेनिक सर्क्युलेशन तयार झाले आहे. या कारणाने नागपूरसह मध्य भारतातील काही जिल्ह्यात आकाशात अचानक ढग जमा झाले. दरम्यान, ढग दाटले असले तरी पावसाची नाेंद कुठेही झाली नाही. येत्या २४ तासपर्यंत ही स्थिती कायम राहणार आहे. यादरम्यान १३ फेब्रुवारीपर्यंत नवीन वेस्टर्न डिस्टर्बन्स तयार हाेणार आहे. त्यामुळे पुन्हा पारा घसरण्याचा अंदाज व्यक्त केला जात आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Winter Health Tips - थंडी ओसरली ऊन वाढणार, ऋतुबदल होताना आहारात नेमाने ठेवा 1 पदार्थ; घसा-नाक सांभाळा"," एकीकडे उन्हाळाची चाहूल लागायला सुरू झाली असताना थंडी काही कमी व्हायचे नाव घेत नाहीये. अशातच ऋतूबदल आणि थंड हवामानाचा सामना करण्यासाठी आपली तब्येत ठणठणीत हवी.  थंडीच्या दिवसांत शरीरात उष्णता टिकून राहावी यासाठी आपण आहारात बदल करतो. बाजरी, तीळ यांसारखे उष्णता देणारे पदार्थ आपण जास्त प्रमाणात खातो. त्याचप्रमाणे हवेतील गारठा आणि हवामानात होणाऱ्या बदलाशी जमवून घ्यायचे असेल तर आहारात एक पदार्थ आवर्जून खायला हवा. हा पदार्थ म्हणजे आलं. सर्दी, घसा खवखवणे, कफ यांसारख्या तक्रारींना दूर ठेवायचे असल्यास आहारात आल्याचा समावेश जरुर करायला हवा. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"थंडीची लाट येणार, महाराष्ट्र पुन्हा गारठणार"," मुंबई : राज्यात रविवारी सर्वात कमी किमान तापमान जळगाव येथे ५ अंश सेल्सिअस एवढे नोंदविण्यात आले असून, ३१ जानेवारी रोजी उत्तर मध्य महाराष्ट्रात, मराठवाड्यात तुरळक ठिकाणी थंडीची लाट येईल, असा इशारा हवामान खात्याने दिला आहे, तर मुंबईचे किमान तापमान आता सर्वसाधारण नोंदविण्यात येत असून, रात्रीच्या हवेत असलेल्या गारव्यामुळे मुंबईकरांना अजूनही थंडीचा मनमुराद आनंद लुटता येत आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"नागपूर ७.६, गाेंदिया ७.४ अंश; ३ फेब्रुवारीला सायक्लाेनिक सर्क्युलेशनची शक्यता"," नागपूर : मागील तीन दिवसांपासून विदर्भात तापमानामध्ये घसरण सुरू आहे. २४ तासात बहुतेक जिल्ह्यातील तापमान पुन्हा घसरले. नागपुरात शनिवारी ७.६ अंश तापमानाची नाेंद करण्यात आली. ७.४ अंशासह गाेंदिया सर्वाधिक गारठला हाेता. रविवारपासून काही दिवस थंडीपासून दिलासा मिळण्याचा अंदाज हवामान विभागाने व्यक्त केला आहे.विदर्भातील बहुतेक जिल्ह्यात रात्रीचे किमान तापमान सरासरीपेक्षा ५.५ ते ६.५ अंशापर्यंत घसरले असल्याने थंडीचा तडाखा अधिकच तीव्र झाला आहे. नागपुरात सरासरीपेक्षा ६.५ अंश कमी किमान तापमानाची तर गाेंदियात ६.९ अंश कमी किमान तापमानाची नाेंद झाली. वर्धा ५.५ अंशाच्या घसरणीसह ८.८ अंश किमान तापमानाची नाेंद झाली. गडचिराेलीतही हुडहुडी वाढली आहे. येथे ८.६ अंश किमान तापमान नाेंदविले गेले. त्यानंतर अकाेला व ब्रह्मपुरी ९.१ अंश, बुलडाणा ९.२ अंश, चंद्रपूर ९.४ अंश, अमरावती १०.२ अंश व यवतमाळ येथे १०.४ अंश किमान तापमान नाेंदविण्यात आले.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"नागपूर ७.६, गाेंदिया ७.४ अंश; ३ फेब्रुवारीला सायक्लाेनिक सर्क्युलेशनची शक्यता"," दरम्यान, हवामान विभागाच्या अंदाजानुसार ३० जानेवारीला वातावरण बदलणार असून त्यानंतर तापमानात ३ ते ४ अंशाची वाढ हाेण्याची शक्यता आहे. २ फेब्रुवारीपर्यंत वातावरण काेरडे व काही भागात आकाश आंशिक ढगाळ राहील. ३ फेब्रुवारीला राजस्थान व आसपासच्या क्षेत्रात सायक्लाेनिक सर्क्युलेशन तयार हाेण्याची शक्यता असून त्यामुळे पुन्हा वातावरणात बदल हाेईल, असा अंदाज आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
विदर्भात थंडीचा जोर वाढला; नागपूर ८.३ तर गाेंदिया ८.८ अंश सेल्सिअस, नागपूर :हवामान विभागाने वर्तविलेल्या अंदाजानुसार विदर्भाला थंडीने चांगलेच गारठले आहे. उत्तरेकडे बदललेल्या हवामानाचे परिणाम मध्य भारतातही दिसून येत असून विदर्भात थंडीची लाट पसरू लागली आहे. गुरुवारी रात्रीच्या ८.३ अंश किमान तापमानासह नागपूर सर्वात थंड शहर ठरले. वेधशाळेने आधीच तीन दिवस विदर्भात थंडीची लाट येणार असल्याचा येलाे अलर्ट जारी केला आहे.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
विदर्भात थंडीचा जोर वाढला; नागपूर ८.३ तर गाेंदिया ८.८ अंश सेल्सिअस," उत्तर प्रदेश आणि शेजारील प्रदेशात निर्माण झालेले वेस्टर्न डिस्टरबन्स आणि सायक्लाेनिक सर्क्युलेशनमुळे वातावरणात बदल झाला आहे. वाऱ्याच्या चालीमुळे थंडीची लाट महाराष्ट्रातही पाेहोचली आहे. नागपूर वेधशाळेने २८ जानेवारीपर्यंत नागपूरसह अकाेला, यवतमाळ, वर्धा, बुलडाणा, गाेंदिया, भंडाऱ्यात थंडीची लाट येण्याची शक्यता वर्तविली आहे. यादरम्यान हिमालयाच्या भागात २९ जानेवारीला नव्याने वेस्टर्न डिस्टरबन्स तयार हाेत असून, त्याचा परिणामस्वरूप देशाच्या काही भागात पाऊस आणि थंडी वाढण्याची शक्यता आहे. मात्र विदर्भासह मध्य भारतात वातावरण स्थिर व काेरडे राहणार असल्याचे वेधशाळेने व्यक्त केले आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"शीतलहर! गोंदिया @ ८.८ अंश सेल्सिअस, विदर्भात दुसऱ्या क्रमांकावर"," गोंदिया : एकीकडे कोरोना हाहाकार माजवित आहे तेथेच दुसरीकडे थंडी आपला कहर करीत असून, दोघांच्या मधात माणसाची फसगत होताना दिसत आहे. तापमानाची घसरण काही थांबत नसून जिल्ह्यात शीतलहर आल्याने जिल्हावासियांना आता घराबाहेर पडणे कठीण झाले आहे. गुरुवारी (दि.२७) जिल्ह्याच्या कमाल व किमान तापमानात घट झाली आहे. यात किमान तापमान ८.८ अंश सेल्सिअसवर नोंदवण्यात आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"शीतलहर! गोंदिया @ ८.८ अंश सेल्सिअस, विदर्भात दुसऱ्या क्रमांकावर"," मध्यंतरी थंडीने आपला जोर दाखवून दिला होता व तापमानात वाझ होऊ लागली होती. मात्र आता त्यानंतर पुन्हा एकदा थंडीचा जोर वाढणार असल्याचे हवामान खात्याकडून सांगितले जात होते. त्यानुसार पुन्हा तापमानात घसरण सुरू झाली असून, थंडीचा जोर वाढताना दिसत आहे. गुरुवारी जिल्ह्याचे कमाल तापमान २३.८ अंश, तर किमान तापमान ८.८ अंश सेल्सिअसवर नोंदवण्यात आहे. वाढत्या थंडीमुळे जिल्ह्यात सर्दी, खोकला व तापाचे रुग्ण आढळत असून, त्यात आता या शीतलहरमुळे नागरिकांना आणखी त्रास होणार असे दिसून येत आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
शीतलहरीने केला कहर अन् गारठले नाशिककर, नाशिक : शहर व परिसरात मागील दोन दिवसांपासून शीतलहरीने कहर केला आहे. सोमवारप्रमाणे मंगळवारी (दि. २५) सलग दुसऱ्या दिवशीही नाशिक शहरात किमान तापमान ६.३ अंश इतके नोंदविले गेले. राज्यात ही सर्वाधिक नीचांकी नोंद ठरली. महाबळेश्वरपेक्षाही जास्त गारठा मंगळवारी नाशकात होता. यामुळे नाशिककर चांगलेच गारठले. सूर्यदर्शन झाले असले तरी दिवसभर वातावरणात गारवा टिकून होता.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
शीतलहरीने केला कहर अन् गारठले नाशिककर, शहरात मागील दोन दिवसांपासून थंडीची लाट आली आहे. किमान तापमानाचा पारा या दोन दिवसांमध्ये कमालीचा वेगाने घसरत आहे. कमाल तापमानातही घट होत असून मंगळवारी २३.६ अंश इतके कमाल तापमान नोंदविले गेले. यामुळे नाशिककरांना दिवसभर थंडीची तीव्रता जाणवली. पहाटे शहरावर धुक्याची दुलई पसरलेली होती. हवेत बाष्पचे प्रमाण अधिक राहिल्याने आर्द्रताही ८२ टक्क्यांपर्यंत पोहचली. या तुलनेत संध्याकाली आर्द्रता कमी राहिली. दुपारी बारा वाजेनंतर ऊन कडक पडल्यामुळे गारठलेल्या नागरिकांची हुडहुडी कमी होण्यास मदत झाली.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"पारा घसरला, हुडहुडी वाढली; गोंदिया @ १०.२ अंश सेल्सीअस"," गोंदिया : मागील काही दिवसांपासून जिल्ह्यातील तापमानात चढउतार सुरू असून सोमवारी (दि.२४) पारा पडून गोंदियाचे किमान तापमान १३.० सेल्सिअसवर आले होते. त्यानंतर मंगळवारी (दि. २५) पारा आणखी पडला असून किमान तापमान १०.२ अंश सेल्सिअसवर आले. यामुळे पुन्हा एकदा जिल्ह्यात थंडीचा जोर वाढला असून थंडीची लाट येणार असा अंदाज व्यक्त केला जात आहे. यंदा अवकाळी पाऊस व गारपिटीने अवघे वातावरण ढवळून काढले आहे. पावसामुळे थंडीचा जोर वाढतानाच बदलत्या वातावरणामुळे घराघरांत सर्दी, खोकला व तापाचे रुग्ण निघत आहेत. यामुळे आता पाऊस व या थंडीपासून एकदाची सुटका व्हावी अशीच जिल्हावासीयांची इच्छा दिसून येत आहे. मध्यंतरी पावसाने उघाड दिल्याने थंडीचा जोर कमी झाला होता व पारा चढताना दिसत होता. मात्र मागील २-३ दिवसांपासून पुन्हा एकदा पारा पडताना दिसत आहे.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"पारा घसरला, हुडहुडी वाढली; गोंदिया @ १०.२ अंश सेल्सीअस"," सोमवारी (दि. २४) जिल्ह्याचा पारा पडला व कमाल तापमान २४.५ अंश, तर किमान तापमान १३.० अंश सेल्सिअवर आले होते. त्यानंतर आता मंगळवारी (दि. २५) पारा आणखी पडला असून कमाल तापमान २४.५ अंश तर किमान तापमान १०.२ अंश सेल्सिअसवर आले होते. पारा पडताच पु्न्हा एकदा थंडीचा जोर वाढला व नागरिकांना गरम कपड्यांपासून सुटका मिळाली नाही. थंडीमुळे आता ताप, सर्दी, खोकला बळावल्याने लवकरात लवकर थंडीपासून सुटका मिळावी, असे जिल्हावासीयांना वाटू लागले आहे. मात्र थंडीची लाट येणार असा अंदाज व्यक्त केला जात असून तसेच वातावरण निर्माण झाले आहे.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"पारा घसरला, हुडहुडी वाढली; गोंदिया @ १०.२ अंश सेल्सीअस", हवामान खात्याने थंडीची लाट येणार व थंड वारा सुटणार असा व्यक्त केला आहे. त्यानुसार थंड वारा सुटत असून थंडीचा जोर वाढला आहे. त्यानंतर आता पारा घसरल्याने बुलडाणा सर्वांत कमी ९.२ अंश सेल्सिअसवर आला व विदर्भात पहिल्या क्रमांकावर होता. तर गोंदिया जिल्हा १०.२ अंश सेल्सिअसने दुसऱ्या क्रमांकावर होता.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
